4.54	23.26297542	37.02301679	35.366	0
4.42	26.36935425	35.98286547	8.576	0
4.34	21.86033985	36.15318298	36.051	0
5.52	28.60802242	33.86314447	16.387	0
5.27	28.21425738	33.45777185	24.043	0
4.86	27.01999256	34.42863301	4.282	0
5.29	28.4056797	33.25313459	8.375	0
5.22	28.4056797	33.25313459	7.476	0
4.87	28.4056797	33.25313459	6.752	0
5.25	28.50869533	33.51327951	11.692	0
5.08	23.7281505	37.17915072	18.359	0
4.63	22.55414173	36.8171414	23.369	0
4.03	27.19634029	35.53485271	7.217	0
4.64	27.87962178	35.2038656	22.555	0
5	25.13038227	36.5070937	40.445	0
4.98	24.70003918	36.7658032	22.735	0
5.21	24.12540518	36.88685281	16.65	0
4.78	23.79583332	36.8852223	18.87	0
4.91	27.60324805	35.91349139	14.262	0
5.07	28.30367007	34.759649	-1.132	0
3.63	21.79564885	34.55217034	5.025	0
4.59	23.26297542	37.02301679	35.366	0
3.61	20.53445026	36.5649365	41.328	0
2.84	22.33745003	36.28142548	44.015	0
3.02	20.9476366	35.96894932	26.474	0
3.33	21.55650377	36.09962463	33.195	0
3.2	21.4405303	36.00753593	42.76	0
3	21.94063997	36.11397457	39.404	0
3.04	19.79607296	35.86303997	18.148	0
2.96	20.9476366	35.96894932	23.059	0
5.35	27.84260913	35.78812517	33.554	0
4.43	24.61723845	36.0074294	100.025	0
3.96	26.04148647	35.09190805	22.679	0
4.23	26.20299448	35.14324515	22.411	0
5.43	27.00968661	36.27437537	14.989	0
4.73	27.12621852	34.25055804	7.128	0
4.8	27.63464928	33.99223873	11.882	0
4.7	28.15203285	32.10424423	12.928	0
4.58	25.32836015	34.83332443	22.632	0
6.54	28.49292864	36.70494352	40.66	0
3.69	28.02004242	34.19720459	9.912	0
4.66	27.12621852	34.25055804	7.128	0
6.85	25.71317782	36.14014925	21.053	0
5.13	27.96731949	34.90046746	13.881	0
5.07	29.51947975	34.50477873	12.733	0
2.73	20.43836737	35.96608925	23.465	1
2.8	21.42756748	36.08195591	25.266	1
2.76	22.76870584	36.32794094	28.443	1
2.65	25.13664246	36.35934734	-1.948	1
3.52	24.60699701	36.44879341	19.716	1
2.81	19.4482054	36.61623492	3.068	1
3.11	21.99557141	36.68499865	15.905	1
3.67	22.20703861	36.90730885	27.921	1
4.6	23.20784651	37.05086735	28.637	1
4.84	23.70259966	37.27335303	40.15	1
4.8	24.68374443	37.21622195	15.069	1
5.25	25.28105164	37.31701933	21.377	1
4.84	25.39632034	37.31600462	19.007	1
4.42	26.00672286	37.02382987	7.816	1
4.49	26.30076027	36.76224409	11.704	1
4.59	26.24617086	36.80425099	12.541	1
3.99	25.94789723	36.61650848	10.159	1
3.05	24.04799107	35.7354938	2.94	1
3.64	27.32247489	36.11400495	-12.975	1
3.39	25.51003974	36.14870344	16.889	1
3.6	25.46800014	36.13760103	13	1
3.97	25.71773638	36.17564447	26.916	1
3.85	25.20720482	36.30435453	13.264	1
4.04	24.98776354	36.5546123	30.625	1
3.78	24.70003918	36.7658032	16.766	1
3.67	22.40893064	36.51334163	16.557	1
4.23	23.6073246	36.79225322	7.047	1
3.47	22.96132796	36.61547797	21.552	1
3.29	22.50635011	36.49697277	10.243	1
3.82	23.16946357	36.71087592	5.34	1
4.26	22.59947177	36.58839907	15.921	1
3.92	22.30517469	36.45240566	23.326	1
3.13	23.06186622	36.59942245	3.448	1
4.48	29.35581698	34.54603577	12.857	1
4.28	29.29012735	34.40788487	9.341	1
3.96	29.27238355	34.63665063	4.191	1
3.5	29.03474998	35.31358228	-2.778	1
4.02	29.27238355	34.63665063	3.582	1
2.9	26.07352121	33.27148274	0.738	1
2.98	26.11533955	33.7530098	-0.76	1
2.5	22.16879327	34.81224169	-6.109	1
2.46	22.16879327	34.81224169	-6.369	1
2.39	20.3752188	34.68203081	-2.985	1
4.73	29.33101927	34.24290902	-0.674	1
4.74	28.79562051	34.30985968	7.56	1
4.66	27.71978951	33.54066522	-1.336	1
4.17	27.11386463	33.73552867	1.365	1
4.31	27.32945987	33.63713019	6.807	1
4.34	27.12388529	33.56305477	8.544	1
4.38	28.01259232	33.01444135	5.386	1
4.54	28.22996494	33.34165192	9.905	1
4.87	28.04114287	34.33290046	10.959	1
4.9	28.26677459	34.18089894	9.803	1
4.75	28.02774457	34.256673	13.298	1
4.95	28.40545164	34.34524373	8.053	1
4.61	28.26676614	34.21658543	13.653	1
4.65	27.99756595	34.2506376	20.297	1
4.64	27.99756595	34.2506376	15.339	1
5.51	28.15465191	34.53305381	18.502	1
4.79	27.90195738	34.63589096	10.057	1
4.58	28.1641952	34.38437871	9.143	1
4.4	27.52025958	35.77389145	20.49	1
3.95	27.49547059	35.48147529	11.073	1
3.51	25.94789723	36.61650848	10.159	1
4.92	27.61290468	35.60674395	18.466	1
2.62	19.01969038	36.51419776	4.413	0
2.79	22.11074638	36.56983757	51.832	0
3.03	23.3215251	37.10840607	36.8	0
3.92	23.53389835	37.81695461	35.754	0
3.84	24.57322121	37.69749451	56.768	0
3.03	23.82808495	36.97469521	72.832	0
2.66	23.82808495	36.97469521	72.832	0
3.54	24.22067595	37.91212177	70.356	0
3.29	24.83312273	37.86292171	72.832	0
4.26	23.70407009	38.07291889	40.395	0
4.35	23.70407009	38.07291889	41.252	0
3.95	24.6492734	38.10795879	31.885	0
4.02	24.74272823	37.93045425	50.458	0
4.48	24.14675713	37.92584801	50.062	0
3.13	20.96898794	37.84623814	72.832	0
3.82	20.96898794	37.84623814	43	0
3.85	21.89972639	38.12816525	41.975	0
5.69	29.09665462	33.18031856	20.16	0
5.72	29.09665462	33.18031856	14.115	0
5.53	29.09665462	33.18031856	17.232	0
5.57	29.09665462	33.18031856	17.406	0
6.03	29.32532637	33.76148442	19.378	0
6.06	29.32532637	33.76148442	16.683	0
5.78	29.32532637	33.76148442	18.607	0
5.79	29.32532637	33.76148442	16.49	0
5.96	29.32532637	33.76148442	18.572	0
5.79	29.32532637	33.76148442	16.248	0
5.52	29.32532637	33.76148442	21.657	0
6.3	28.82286072	33.85606493	14.424	0
6.29	28.82286072	33.85606493	16.058	0
5.28	28.82286072	33.85606493	14.24	0
5.7	28.82286072	33.85606493	31.841	0
6.38	28.82286072	33.85606493	37.184	0
6.33	28.82286072	33.85606493	138.885	0
6.11	28.91931071	33.92034313	40.42	0
5.96	28.91931071	33.92034313	25.799	0
6.28	28.91931071	33.92034313	24.688	0
5.5	29.59179905	33.92357309	16.535	0
5.68	28.91931071	33.92034313	17.53	0
6.33	29.59179905	33.92357309	35.707	0
5.33	29.59179905	33.92357309	15.649	0
6.03	29.59179905	33.92357309	36.054	0
5.34	29.59179905	33.92357309	20.668	0
5.77	29.59179905	33.92357309	23.442	0
5.14	29.59179905	33.92357309	15.536	0
5.68	28.91931071	33.92034313	19.306	0
4.99	29.42274993	33.84014729	6.675	0
5.1	29.2645498	33.88706153	16.041	0
5.87	29.2645498	33.88706153	33.525	0
5.45	29.2645498	33.88706153	22.765	0
4.92	29.2645498	33.88706153	16.035	0
5.84	29.2645498	33.88706153	15.977	0
5.66	29.2645498	33.88706153	16.022	0
5.92	29.2645498	33.88706153	18.513	0
5.53	28.74371638	34.48500951	21.276	0
5.56	28.34293175	33.84817777	18.02	0
5.32	28.34293175	33.84817777	19.665	0
5.91	28.34293175	33.84817777	16.572	0
5.41	27.59881292	33.88543919	16.596	0
5.42	27.59881292	33.88543919	15.055	0
5.53	27.59881292	33.88543919	16.293	0
4.78	27.59881292	33.88543919	15.635	0
4.94	28.05684144	33.8669014	16.663	0
5.39	28.0319925	33.94024495	9.751	0
5.14	27.88530813	33.72194944	11.528	0
5.21	27.58914157	34.08006995	0.346	0
5.3	27.25679125	34.41267994	19.709	0
4.71	27.25679125	34.41267994	17.53	0
4.49	27.25679125	34.41267994	18.219	0
4.68	27.73432623	34.04893385	16.199	0
4.22	27.62754331	34.08067104	18.721	0
4.84	27.46756281	34.16897855	13.299	0
4.86	27.63464928	33.99223873	17.172	0
5.14	27.63464928	33.99223873	12.431	0
5.34	27.63464928	33.99223873	8.543	0
4.43	27.30231503	34.3799433	11.465	0
