2.95042	0.0891054	0.0596596	0.0196629	0.123026	-2.95843
3.0352	0.0887698	0.0590069	0.0302097	0.144964	-2.9655
2.82762	0.0889032	0.0600993	0.035527	0.0873568	-3.03964
2.88786	0.0883627	0.0627766	0.0404896	0.0896951	-3.14797
3.00238	0.0884062	0.0640631	0.0217972	0.118215	-3.11918
3.31327	0.091236	0.0622655	0.0218395	0.150485	-3.12525
3.86414	0.089839	0.0618961	0.025392	0.142818	-3.0872
3.70892	0.0911979	0.0610106	0.0238337	0.154719	-3.07782
3.5369	0.089888	0.0619269	0.0261879	0.106444	-3.0956
3.15079	0.0937459	0.0609837	0.0456993	0.138067	-3.20571
2.75798	0.0942722	0.0614083	0.0322714	0.128131	-3.19824
3.28767	0.0954748	0.0605543	0.031129	0.0878294	-3.20092
3.04586	0.0956784	0.0608122	0.0335507	0.121818	-3.23264
4.22327	0.0968446	0.0598046	0.0278654	0.0624613	-3.23405
3.59121	0.096379	0.0612996	0.0264115	0.12058	-3.24941
2.65385	0.0955815	0.0607878	0.03503	0.139658	-3.24719
2.90408	0.094881	0.0623846	0.042676	0.0966489	-3.31178
2.83759	0.0970603	0.0630553	0.0292791	0.141045	-3.33323
2.97672	0.0952914	0.0631198	0.0328349	0.149095	-3.30688
3.05971	0.0992377	0.0623568	0.0335708	0.116375	-3.3758
3.27927	0.0984418	0.0626639	0.0307202	0.149242	-3.35431
3.11548	0.100331	0.0634998	0.0216235	0.119434	-3.41442
3.06187	0.0996381	0.0624864	0.032905	0.0980845	-3.39125
2.60212	0.0985687	0.0614555	0.0350887	0.0890578	-3.36066
2.74708	0.0964271	0.0645719	0.0315008	0.111714	-3.38997
3.02631	0.0992071	0.0636138	0.0380766	0.119054	-3.43273
3.37364	0.0984755	0.0648854	0.0335353	0.109734	-3.44101
2.93077	0.0989163	0.0650474	0.0316212	0.12805	-3.46241
3.21514	0.097014	0.0637865	0.0398555	0.128529	-3.41523
3.21379	0.0963824	0.0636234	0.0231233	0.17405	-3.30397
2.97655	0.0968887	0.0615862	0.0290288	0.089384	-3.27495
3.09145	0.0977068	0.0605208	0.0296792	0.0719628	-3.2808
2.92443	0.097995	0.0594844	0.0337468	0.101982	-3.25926
2.78618	0.102196	0.0577135	0.0336576	0.101699	-3.30962
2.92795	0.102998	0.0576546	0.0326406	0.103298	-3.32725
2.65586	0.100388	0.0567589	0.0422764	0.0642592	-3.26785
3.19212	0.101624	0.0579238	0.0240461	0.0901302	-3.264
2.75428	0.102652	0.0561999	0.0338093	0.0813397	-3.26984
